player_id,season,week,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,passing_epa
00-0038579,2023,12,23,33,248,1,0,1,13,4.325248748179089
00-0038579,2023,14,21,32,171,0,1,4,25,-19.20355119294254
00-0038579,2023,15,20,34,248,4,0,1,6,10.630083312629722
00-0038579,2023,16,9,21,62,0,0,2,14,-12.96893692768682
00-0038579,2023,17,30,47,299,2,0,2,13,8.476911331376785
00-0038579,2023,18,20,31,244,2,0,2,14,11.44188592725486
00-0038582,2023,7,1,1,4,0,0,0,-0,-1.980460286140442
00-0038582,2023,9,11,20,58,0,2,7,41,-32.76908288651612
00-0038583,2023,4,19,36,121,0,3,4,48,-27.36171850353747
00-0038583,2023,8,1,1,9,0,0,0,-0,0.6945670462446287
00-0038583,2023,11,24,43,165,0,1,1,2,-9.681774268266912
00-0038583,2023,12,14,29,134,1,0,0,-0,-0.00183594018998567
00-0038583,2023,15,1,1,5,0,0,0,-0,2.0642242955509573
00-0038583,2023,16,1,2,6,0,0,1,10,-4.293592726578936
00-0038598,2023,8,3,4,23,0,0,1,-0,-2.580854845873546
00-0038598,2023,9,5,6,78,0,0,0,-0,4.896502905612579
00-0038598,2023,17,5,10,67,0,1,3,28,-14.99169085717639
00-0038911,2023,6,0,0,0,0,0,1,5,-1.2853722739964724
00-0039150,2023,1,20,38,146,1,2,2,19,-10.528563417818296
00-0039150,2023,2,22,33,153,1,0,4,14,-12.32737778240337
00-0039150,2023,4,25,32,204,0,0,5,55,-13.02082383805393
00-0039150,2023,5,25,41,247,3,2,1,4,-0.01128213130090438
00-0039150,2023,6,23,38,217,1,0,4,36,-10.966093807958623
00-0039150,2023,8,22,31,235,1,0,6,55,-0.3340692363736806
00-0039150,2023,9,24,39,173,1,3,4,36,-24.65282764094532
00-0039150,2023,10,21,38,185,0,0,3,15,-8.250408326359667
00-0039150,2023,11,16,29,123,1,1,7,46,-18.73243090448309
00-0039150,2023,12,18,31,194,0,0,4,32,-4.867258823719059
00-0039150,2023,13,15,31,178,0,1,4,29,-5.070967915060464
00-0039150,2023,14,13,36,137,0,0,4,38,-31.291697221108052
00-0039150,2023,15,18,24,167,0,0,3,13,-3.88388326859889
00-0039150,2023,16,23,36,312,2,0,2,14,10.878574913417076
00-0039150,2023,17,19,32,112,0,1,6,45,-21.465144071611576
00-0039150,2023,18,11,18,94,0,0,3,26,-5.80218840235935
00-0039152,2023,8,19,29,238,4,0,2,12,5.93669582210714
00-0039152,2023,9,22,39,262,0,1,4,27,-3.652388919979264
00-0039152,2023,10,19,39,199,0,1,4,32,-11.563321911684694
00-0039152,2023,11,13,17,158,2,0,2,15,2.9629585499642417
00-0039152,2023,12,18,28,185,0,0,1,1,-0.05040947084373792
00-0039152,2023,13,16,33,224,1,0,6,20,0.1449495846555211
00-0039152,2023,14,23,38,327,1,1,1,7,7.71207234698824
00-0039152,2023,15,17,26,199,0,1,7,61,-5.730502565711504
00-0039152,2023,17,2,6,16,0,0,1,10,-9.646544275106862
00-0039163,2023,1,28,44,242,0,0,5,46,-11.156192205151807
00-0039163,2023,2,30,47,384,2,0,6,47,7.303065555903382
00-0039163,2023,3,20,30,280,2,0,0,-0,14.348350209458214
00-0039163,2023,4,16,30,306,2,0,0,-0,9.840384931335985
00-0039163,2023,5,20,35,249,1,0,0,-0,3.2933569529967612
00-0039163,2023,6,13,27,199,2,1,2,22,-0.315728024306809
00-0039163,2023,8,16,24,140,0,0,2,21,2.4369864267646335
00-0039163,2023,9,30,42,470,5,0,3,27,28.418964593821205
00-0039163,2023,10,23,39,356,1,1,1,-0,5.137883713780642
00-0039163,2023,11,27,37,336,2,3,3,29,3.795734735649568
00-0039163,2023,12,26,36,304,2,0,4,43,0.7591409554233532
00-0039163,2023,13,16,27,274,1,0,5,28,1.248777172428555
00-0039163,2023,14,10,23,91,0,0,4,38,-16.43346299935365
00-0039163,2023,17,24,32,213,1,0,1,12,4.086053234528455
00-0039163,2023,18,20,26,264,2,0,2,18,12.062857357430085
00-0039164,2023,1,24,37,223,1,1,4,8,-4.387141410610639
00-0039164,2023,2,6,10,56,0,0,0,-0,1.7329200523672623
00-0039164,2023,4,11,25,200,2,0,2,4,5.105916146276286
00-0039164,2023,5,9,12,98,0,0,1,17,2.136096499039202
